date,predicted_score,true_score
2025-04-14,0.8805999755859375,0.7996684245428995
2025-04-15,0.930500626564026,0.8004965737202766
2025-04-16,0.9282221794128418,0.90480073893959
2025-04-17,0.9507209062576294,1.0
2025-04-18,0.6237483322620392,0.5
2025-04-21,0.296775758266449,0.0
2025-04-22,0.6353241205215454,1.0
2025-04-23,0.256164014339447,0.0
2025-04-24,0.679581880569458,1.0
2025-04-25,0.2584478259086609,0.0
